Member Id,First Name,Last Name,Email Id,Phone Number,IEEE Number,Status,Training Date,Generation,Registration Date,Deletion Date,Department,UniGrade,RegYearUni
193,Jessica,Weber,Jessica.Weber@testDomain.com,6374506770,96196338,0,Null,Null,2012-12-09,Null,24,Undergraduate,2012-02-04
194,Cheryl,Singleton,Cheryl.Singleton@testDomain.com,7810177693,96196339,0,2020-03-05,B,2020-01-18,Null,23,Undergraduate,2014-08-30
195,Kristin,Cordova,Kristin.Cordova@testDomain.com,3871175707,96196340,1,Null,Null,2020-03-01,Null,25,Undergraduate,2020-02-26
196,Jennifer,Chaney,Jennifer.Chaney@testDomain.com,5148163436,Null,0,2019-07-18,D,2015-11-10,Null,23,Undergraduate,2012-02-24
197,Laura,Martin,Laura.Martin@testDomain.com,9200732684,96196342,0,Null,Null,2020-09-09,Null,24,Undergraduate,2011-05-11
198,Joshua,King,Joshua.King@testDomain.com,1575726921,96196343,1,2020-10-21,A,2019-08-18,Null,26,Postraduate,2018-04-03
199,Kenneth,Owens,Kenneth.Owens@testDomain.com,7146149345,96196344,0,Null,Null,2011-06-10,Null,22,Undergraduate,2011-02-21
200,Lindsay,Webb,Lindsay.Webb@testDomain.com,1019590497,Null,0,2018-01-08,B,2011-08-19,2020-02-03,25,Undergraduate,2011-06-16
201,Joshua,Mckay,Joshua.Mckay@testDomain.com,6579236658,96196346,1,Null,Null,2016-11-20,Null,26,Undergraduate,2016-04-01
202,Theresa,Ho,Theresa.Ho@testDomain.com,4066193977,96196347,0,2015-01-12,E,2014-03-24,Null,26,Undergraduate,2014-03-05
203,Christina,Jones,Christina.Jones@testDomain.com,3115454977,96196348,0,Null,Null,2016-12-04,Null,22,Undergraduate,2012-10-21
204,Tina,Buckley,Tina.Buckley@testDomain.com,3415725304,Null,1,2020-01-03,E,2017-07-18,Null,27,Undergraduate,2013-06-22
205,Mary,Norman,Mary.Norman@testDomain.com,8823524253,96196350,0,Null,Null,2018-10-28,Null,21,Undergraduate,2014-03-30
206,Amy,Fuller,Amy.Fuller@testDomain.com,9437685638,96196351,0,2013-09-17,F,2011-01-18,Null,25,Undergraduate,2011-01-16
207,Samantha,Bruce,Samantha.Bruce@testDomain.com,6317402648,96196352,1,Null,Null,2015-11-19,Null,20,Undergraduate,2011-07-29
208,Crystal,Davis,Crystal.Davis@testDomain.com,4287502624,Null,0,2014-04-25,F,2013-12-10,Null,26,Undergraduate,2012-01-21
209,Zachary,Rojas,Zachary.Rojas@testDomain.com,7740203951,96196354,0,Null,Null,2016-04-11,Null,19,Undergraduate,2013-03-04
210,Joel,Chaney,Joel.Chaney@testDomain.com,4138524237,96196355,1,2020-08-19,C,2015-07-01,Null,22,Undergraduate,2012-07-24
211,Manuel,Miller,Manuel.Miller@testDomain.com,8057701865,96196356,0,Null,Null,2013-07-11,Null,22,Undergraduate,2012-09-02
212,Cynthia,Marsh,Cynthia.Marsh@testDomain.com,5472803942,Null,0,2020-11-18,F,2019-02-12,Null,22,Undergraduate,2014-05-12
213,Louis,Rojas,Louis.Rojas@testDomain.com,3849283018,96196358,1,Null,Null,2011-10-29,Null,27,Undergraduate,2011-06-07
214,Max,Bentley,Max.Bentley@testDomain.com,1298971822,96196359,0,2019-05-21,C,2016-07-26,Null,21,Undergraduate,2012-10-15
215,Kelly,Evans,Kelly.Evans@testDomain.com,2158288315,96196360,0,Null,Null,2013-11-26,Null,20,Undergraduate,2013-06-06
216,David,Dean,David.Dean@testDomain.com,2980279620,Null,1,2019-08-13,B,2019-04-15,Null,24,Undergraduate,2011-03-25
217,Keith,Smith,Keith.Smith@testDomain.com,7882451594,96196362,0,Null,Null,2014-07-05,Null,25,Undergraduate,2011-10-29
218,Steven,Ponce,Steven.Ponce@testDomain.com,2838177503,96196363,0,2018-03-08,E,2017-11-28,Null,23,Postraduate,2015-10-18
219,Jason,Jordan,Jason.Jordan@testDomain.com,4587228451,96196364,1,Null,Null,2018-01-26,Null,23,Undergraduate,2012-08-04
220,Taylor,Blackwell,Taylor.Blackwell@testDomain.com,7016827837,Null,0,2013-10-19,A,2011-12-14,2013-01-18,19,Undergraduate,2011-01-10
221,Brittany,Edwards,Brittany.Edwards@testDomain.com,3576323330,96196366,0,Null,Null,2016-03-14,Null,24,Undergraduate,2011-07-31
222,George,Weaver,George.Weaver@testDomain.com,2005930934,96196367,1,2016-11-06,G,2012-08-27,Null,20,Undergraduate,2012-08-20
223,Tracy,Burns,Tracy.Burns@testDomain.com,1026213889,96196368,0,Null,Null,2017-09-27,Null,22,Undergraduate,2013-05-29
224,Andrew,Carey,Andrew.Carey@testDomain.com,1563880727,Null,0,2017-06-17,D,2015-05-12,Null,21,Undergraduate,2014-09-14
225,Tonya,Kirk,Tonya.Kirk@testDomain.com,5114397718,96196370,1,Null,Null,2013-05-16,Null,19,Undergraduate,2011-10-12
226,Rebecca,Turner,Rebecca.Turner@testDomain.com,7224226866,96196371,0,2015-03-23,F,2011-03-13,Null,20,Undergraduate,2011-02-01
227,Jeffrey,Curtis,Jeffrey.Curtis@testDomain.com,2865404380,96196372,0,Null,Null,2015-04-06,Null,20,Undergraduate,2014-04-13
228,John,Johnston,John.Johnston@testDomain.com,7618052160,Null,1,2019-06-08,H,2018-08-21,Null,19,Undergraduate,2013-06-08
229,Carla,Vance,Carla.Vance@testDomain.com,7545242667,96196374,0,Null,Null,2015-02-24,Null,23,Undergraduate,2014-01-09
230,Brandon,Jones,Brandon.Jones@testDomain.com,3196444483,96196375,0,2020-11-03,G,2015-07-29,2017-09-17,19,Undergraduate,2015-04-27
231,Laura,Moreno,Laura.Moreno@testDomain.com,7443205091,96196376,1,Null,Null,2011-08-20,Null,24,Undergraduate,2011-06-01
232,Patrick,Vargas,Patrick.Vargas@testDomain.com,5709977221,Null,0,2017-06-21,B,2013-08-19,Null,24,Undergraduate,2011-05-08
233,Amanda,Ruiz,Amanda.Ruiz@testDomain.com,1263702853,96196378,0,Null,Null,2016-04-19,Null,26,Undergraduate,2011-09-10
234,Steven,Jacobs,Steven.Jacobs@testDomain.com,9410968235,96196379,1,2011-04-21,G,2011-04-11,Null,22,Undergraduate,2011-01-30
235,Stacy,Lewis,Stacy.Lewis@testDomain.com,4201039066,96196380,0,Null,Null,2013-09-15,Null,24,Undergraduate,2012-07-15
236,Adam,Clark,Adam.Clark@testDomain.com,3480160186,Null,0,2020-06-04,E,2019-06-23,Null,22,Undergraduate,2013-12-24
237,Melanie,Young,Melanie.Young@testDomain.com,9856209198,96196382,1,Null,Null,2015-12-08,Null,27,Undergraduate,2011-03-11
238,Raymond,Macias,Raymond.Macias@testDomain.com,8166642923,96196383,0,2020-09-14,A,2017-09-14,Null,19,Undergraduate,2011-09-30
239,Anthony,Lynch,Anthony.Lynch@testDomain.com,2855025891,96196384,0,Null,Null,2017-08-17,Null,22,Undergraduate,2011-02-20
240,Linda,Miller,Linda.Miller@testDomain.com,4988955368,Null,1,2020-06-17,E,2015-02-21,Null,26,Undergraduate,2013-01-29
241,Joseph,Flores,Joseph.Flores@testDomain.com,8357230100,96196386,0,Null,Null,2015-11-26,Null,25,Undergraduate,2012-02-19
242,Michael,Porter,Michael.Porter@testDomain.com,6667770968,96196387,0,2018-03-23,G,2017-01-27,Null,25,Undergraduate,2011-08-17
243,Eric,Lopez,Eric.Lopez@testDomain.com,8273530411,96196388,1,Null,Null,2020-12-01,Null,27,Undergraduate,2019-03-20
244,Joshua,Barnett,Joshua.Barnett@testDomain.com,9170240008,Null,0,2019-08-18,G,2019-07-05,Null,24,Postraduate,2017-06-14
245,Katherine,Campos,Katherine.Campos@testDomain.com,8224936561,96196390,0,Null,Null,2011-05-10,Null,27,Undergraduate,2011-04-29
246,Paul,Wheeler,Paul.Wheeler@testDomain.com,9815548373,96196391,1,2019-09-26,B,2019-03-30,Null,22,Undergraduate,2013-10-31
247,Dr.,Brian,Dr..Brian@testDomain.com,3313324106,96196392,0,Null,Null,2014-01-05,Null,24,Undergraduate,2012-01-31
248,Kimberly,Molina,Kimberly.Molina@testDomain.com,1782288027,Null,0,2020-01-08,D,2017-03-06,Null,22,Undergraduate,2012-04-25
249,Lucas,George,Lucas.George@testDomain.com,2300083136,96196394,1,Null,Null,2019-02-07,Null,26,Undergraduate,2012-07-20
250,Sara,Collins,Sara.Collins@testDomain.com,2762362504,96196395,0,2017-11-27,A,2011-10-03,2012-02-21,21,Undergraduate,2011-06-20
251,Kenneth,Richardson,Kenneth.Richardson@testDomain.com,8613244150,96196396,0,Null,Null,2015-07-12,Null,20,Undergraduate,2011-10-16
252,Angela,Gallagher,Angela.Gallagher@testDomain.com,2205532429,Null,1,2018-03-25,B,2016-03-03,Null,22,Undergraduate,2012-09-02
253,Karen,Allen,Karen.Allen@testDomain.com,5197342363,96196398,0,Null,Null,2015-03-04,Null,20,Undergraduate,2013-08-26
254,Jennifer,Andrade,Jennifer.Andrade@testDomain.com,7903265263,96196399,0,2017-01-01,A,2014-03-15,Null,21,Undergraduate,2012-09-24
255,Kimberly,Robbins,Kimberly.Robbins@testDomain.com,6738110548,96196400,1,Null,Null,2020-01-09,Null,22,Undergraduate,2011-08-28
256,Kristin,Ray,Kristin.Ray@testDomain.com,2147529288,Null,0,2017-05-11,A,2015-03-16,Null,19,Undergraduate,2012-02-01
257,Luis,Hernandez,Luis.Hernandez@testDomain.com,4603236070,96196402,0,Null,Null,2012-03-08,Null,21,Undergraduate,2011-10-28
258,Elizabeth,Gibson,Elizabeth.Gibson@testDomain.com,1000829877,96196403,1,2014-11-09,A,2014-07-03,Null,23,Undergraduate,2013-04-07
259,Cynthia,Hahn,Cynthia.Hahn@testDomain.com,4318211749,96196404,0,Null,Null,2018-07-23,Null,22,Undergraduate,2012-06-08
260,Jamie,Rose,Jamie.Rose@testDomain.com,1314975525,Null,0,2020-01-06,F,2016-07-29,2019-12-14,20,Undergraduate,2014-08-13
261,Angela,Giles,Angela.Giles@testDomain.com,2770974138,96196406,1,Null,Null,2018-06-13,Null,27,Undergraduate,2015-02-15
262,Jennifer,Buckley,Jennifer.Buckley@testDomain.com,1726857214,96196407,0,2020-11-04,H,2014-04-08,Null,27,Undergraduate,2013-07-16
263,Amy,Flores,Amy.Flores@testDomain.com,9590292889,96196408,0,Null,Null,2016-07-26,Null,23,Undergraduate,2013-11-17
264,Christopher,Petersen,Christopher.Petersen@testDomain.com,9263141329,Null,1,2016-08-28,G,2015-03-18,Null,20,Undergraduate,2013-06-17
265,Michael,Salas,Michael.Salas@testDomain.com,9069722030,96196410,0,Null,Null,2014-12-30,Null,20,Undergraduate,2012-11-17
266,Brian,Olson,Brian.Olson@testDomain.com,7709451416,96196411,0,2019-10-20,G,2017-12-15,Null,27,Undergraduate,2011-03-12
267,Michael,Nguyen,Michael.Nguyen@testDomain.com,7349584665,96196412,1,Null,Null,2013-12-07,Null,25,Undergraduate,2013-08-30
268,Christopher,Young,Christopher.Young@testDomain.com,5894123021,Null,0,2018-08-22,D,2015-06-25,Null,20,Undergraduate,2011-06-16
269,Marcus,Jones,Marcus.Jones@testDomain.com,3518234706,96196414,0,Null,Null,2015-08-30,Null,22,Undergraduate,2015-03-05
270,Ana,Ortiz,Ana.Ortiz@testDomain.com,1649955098,96196415,1,2020-03-19,F,2016-08-28,Null,21,Undergraduate,2013-11-03
271,Jason,Larson,Jason.Larson@testDomain.com,3106737042,96196416,0,Null,Null,2020-03-15,Null,20,Undergraduate,2012-04-12
272,Mary,Jackson,Mary.Jackson@testDomain.com,9599403361,Null,0,2020-09-22,G,2011-04-18,Null,20,Undergraduate,2011-02-21
273,Jennifer,Pope,Jennifer.Pope@testDomain.com,8363736312,96196418,1,Null,Null,2012-11-28,Null,26,Undergraduate,2012-01-26
274,Jason,Riddle,Jason.Riddle@testDomain.com,1199343734,96196419,0,2013-06-15,H,2011-07-14,Null,19,Undergraduate,2011-03-21
275,Rachel,Campbell,Rachel.Campbell@testDomain.com,4041879584,96196420,0,Null,Null,2015-05-23,Null,20,Undergraduate,2012-01-03
276,Ashley,York,Ashley.York@testDomain.com,8969433383,Null,1,2020-10-09,H,2020-03-29,Null,26,Undergraduate,2012-02-12
277,Timothy,Ryan,Timothy.Ryan@testDomain.com,3765511072,96196422,0,Null,Null,2015-11-21,Null,24,Undergraduate,2014-05-28
278,Cesar,Carney,Cesar.Carney@testDomain.com,2859371421,96196423,0,2019-06-03,E,2017-10-30,Null,27,Postraduate,2016-02-04
279,Andrew,Jackson,Andrew.Jackson@testDomain.com,6513425824,96196424,1,Null,Null,2017-12-31,Null,23,Undergraduate,2016-05-29
280,Curtis,Harper,Curtis.Harper@testDomain.com,6843408361,Null,0,2017-09-22,G,2012-06-16,2016-05-17,24,Undergraduate,2012-05-19
281,Jose,Hogan,Jose.Hogan@testDomain.com,3392166832,96196426,0,Null,Null,2015-04-23,Null,24,Undergraduate,2011-09-14
282,David,Prince,David.Prince@testDomain.com,1884998562,96196427,1,2017-11-30,H,2016-06-04,Null,21,Undergraduate,2012-07-28
283,Tyler,Tran,Tyler.Tran@testDomain.com,9568036475,96196428,0,Null,Null,2019-11-08,Null,25,Undergraduate,2013-01-24
284,Richard,Henderson,Richard.Henderson@testDomain.com,8695304294,Null,0,2015-02-15,E,2013-07-16,Null,19,Undergraduate,2011-02-03
285,Amber,Peterson,Amber.Peterson@testDomain.com,6581058552,96196430,1,Null,Null,2016-12-24,Null,21,Undergraduate,2014-01-06
286,Kristen,Jenkins,Kristen.Jenkins@testDomain.com,6176289288,96196431,0,2019-09-24,E,2018-03-10,Null,20,Postraduate,2017-06-27
287,Kimberly,Parker,Kimberly.Parker@testDomain.com,9393653048,96196432,0,Null,Null,2014-09-03,Null,26,Undergraduate,2012-08-01
288,Jeffery,Hurley,Jeffery.Hurley@testDomain.com,8836167952,Null,1,2020-06-14,D,2015-12-22,Null,27,Undergraduate,2011-11-07
289,James,Huerta,James.Huerta@testDomain.com,3678306511,96196434,0,Null,Null,2013-03-01,Null,19,Undergraduate,2012-11-12
290,Thomas,Williams,Thomas.Williams@testDomain.com,8460683616,96196435,0,2016-10-23,G,2016-02-12,2016-11-06,24,Undergraduate,2012-03-03
291,Julia,Sanchez,Julia.Sanchez@testDomain.com,6270250424,96196436,1,Null,Null,2019-09-10,Null,27,Undergraduate,2011-09-06
292,Nicholas,Sanchez,Nicholas.Sanchez@testDomain.com,5890390385,Null,0,2020-11-24,D,2020-01-14,Null,25,Postraduate,2016-06-19
293,Madeline,Ward,Madeline.Ward@testDomain.com,9000491217,96196438,0,Null,Null,2012-11-01,Null,27,Undergraduate,2012-03-28
294,Kari,Morris,Kari.Morris@testDomain.com,9371380780,96196439,1,2017-08-14,B,2012-12-31,Null,25,Undergraduate,2011-02-26
295,Cassandra,Myers,Cassandra.Myers@testDomain.com,7899268322,96196440,0,Null,Null,2013-02-07,Null,25,Undergraduate,2012-08-09
296,Christine,Oneill,Christine.Oneill@testDomain.com,3234810753,Null,0,2015-09-27,A,2013-11-13,Null,22,Undergraduate,2012-02-03
297,Shawn,Robinson,Shawn.Robinson@testDomain.com,2285068625,96196442,1,Null,Null,2019-05-18,Null,23,Undergraduate,2015-10-24
298,David,Barnes,David.Barnes@testDomain.com,4204732528,96196443,0,2015-05-24,F,2012-03-11,Null,21,Undergraduate,2011-05-15
299,Bailey,Benjamin,Bailey.Benjamin@testDomain.com,2307672932,96196444,0,Null,Null,2016-06-12,Null,23,Undergraduate,2014-05-12
300,Andrea,Jimenez,Andrea.Jimenez@testDomain.com,3407254541,Null,1,2020-12-27,H,2019-04-21,Null,24,Undergraduate,2012-06-28
301,Allen,Brown,Allen.Brown@testDomain.com,4842090894,96196446,0,Null,Null,2011-04-24,Null,26,Undergraduate,2011-01-18
302,Rachel,Collins,Rachel.Collins@testDomain.com,6445956347,96196447,0,2020-03-07,G,2018-04-06,Null,24,Postraduate,2016-03-21
303,Kathy,Coleman,Kathy.Coleman@testDomain.com,9435782059,96196448,1,Null,Null,2020-11-16,Null,23,Undergraduate,2013-02-06
304,Steven,Watkins,Steven.Watkins@testDomain.com,7594578205,Null,0,2020-10-16,E,2019-12-31,Null,26,Undergraduate,2013-06-12
305,Samuel,Roberts,Samuel.Roberts@testDomain.com,8079398091,96196450,0,Null,Null,2018-09-11,Null,19,Undergraduate,2016-08-28
306,Tyler,Salinas,Tyler.Salinas@testDomain.com,6306359137,96196451,1,2019-11-06,G,2017-04-01,Null,21,Undergraduate,2014-03-12
307,Julie,Jones,Julie.Jones@testDomain.com,3301775316,96196452,0,Null,Null,2017-09-09,Null,26,Undergraduate,2017-05-08
308,Elizabeth,Rivera,Elizabeth.Rivera@testDomain.com,9607961019,Null,0,2020-05-20,E,2018-05-30,Null,26,Postraduate,2016-10-13
309,Steven,Martin,Steven.Martin@testDomain.com,8942809041,96196454,1,Null,Null,2011-06-29,Null,27,Undergraduate,2011-06-12
310,Terry,Gomez,Terry.Gomez@testDomain.com,9050624727,96196455,0,2018-11-29,A,2017-05-20,2019-11-01,22,Undergraduate,2014-10-16
311,Leonard,Hernandez,Leonard.Hernandez@testDomain.com,8122791851,96196456,0,Null,Null,2016-03-20,Null,23,Undergraduate,2013-10-14
312,Elizabeth,White,Elizabeth.White@testDomain.com,1576459669,Null,1,2019-03-29,C,2018-12-14,Null,24,Undergraduate,2012-03-02
313,William,Sosa,William.Sosa@testDomain.com,4743838858,96196458,0,Null,Null,2017-06-11,Null,24,Undergraduate,2015-07-12
314,Barbara,Huff,Barbara.Huff@testDomain.com,3162124408,96196459,0,2016-12-03,H,2015-03-15,Null,22,Undergraduate,2012-03-03
315,William,Thompson,William.Thompson@testDomain.com,4624340387,96196460,1,Null,Null,2011-04-01,Null,25,Undergraduate,2011-02-04
316,Sherri,Anderson,Sherri.Anderson@testDomain.com,2310769950,Null,0,2016-07-16,B,2011-09-04,Null,19,Undergraduate,2011-08-10
317,Jennifer,Hernandez,Jennifer.Hernandez@testDomain.com,7549962909,96196462,0,Null,Null,2017-03-03,Null,27,Undergraduate,2016-11-17
318,Brittany,Wyatt,Brittany.Wyatt@testDomain.com,6519494222,96196463,1,2019-09-11,H,2019-05-08,Null,27,Undergraduate,2012-06-04
319,Justin,Rogers,Justin.Rogers@testDomain.com,5054475385,96196464,0,Null,Null,2019-06-28,Null,22,Undergraduate,2011-11-29
320,Blake,Burnett,Blake.Burnett@testDomain.com,7241103122,Null,0,2020-09-25,F,2017-09-26,2020-03-31,19,Undergraduate,2012-07-04
321,Karen,Richardson,Karen.Richardson@testDomain.com,9751553441,96196466,1,Null,Null,2015-04-28,Null,20,Undergraduate,2013-07-25
322,Brian,Thomas,Brian.Thomas@testDomain.com,5047917850,96196467,0,2017-05-11,C,2013-05-15,Null,24,Undergraduate,2012-09-21
323,Joshua,Carson,Joshua.Carson@testDomain.com,9048355899,96196468,0,Null,Null,2019-08-24,Null,21,Undergraduate,2019-05-17
324,Charlene,Li,Charlene.Li@testDomain.com,4007425498,Null,1,2015-12-31,G,2014-04-09,Null,27,Undergraduate,2014-04-01
325,Kenneth,Hensley,Kenneth.Hensley@testDomain.com,2464760292,96196470,0,Null,Null,2015-07-06,Null,25,Undergraduate,2014-07-22
326,Alex,Sandoval,Alex.Sandoval@testDomain.com,2061846094,96196471,0,2016-08-30,C,2015-06-25,Null,19,Undergraduate,2014-07-27
327,Teresa,Wells,Teresa.Wells@testDomain.com,4616612200,96196472,1,Null,Null,2012-05-09,Null,27,Undergraduate,2011-03-06
328,Jennifer,Mitchell,Jennifer.Mitchell@testDomain.com,8050590639,Null,0,2020-03-27,F,2020-01-11,Null,27,Undergraduate,2015-01-19
329,Michael,Rios,Michael.Rios@testDomain.com,3133648802,96196474,0,Null,Null,2017-04-02,Null,27,Undergraduate,2014-01-31
330,Cheryl,Pacheco,Cheryl.Pacheco@testDomain.com,5965252606,96196475,1,2019-07-30,F,2018-05-02,Null,25,Postraduate,2017-03-19
331,John,Berg,John.Berg@testDomain.com,4903643116,96196476,0,Null,Null,2013-02-16,Null,24,Undergraduate,2011-01-23
332,Andrew,Marshall,Andrew.Marshall@testDomain.com,6702809322,Null,0,2015-07-08,D,2013-11-17,Null,24,Undergraduate,2011-11-12
333,Nicole,Avery,Nicole.Avery@testDomain.com,7657161647,96196478,1,Null,Null,2018-12-02,Null,19,Undergraduate,2018-04-18
334,Jenna,Alvarado,Jenna.Alvarado@testDomain.com,5699875950,96196479,0,2015-12-05,B,2015-10-07,Null,27,Undergraduate,2012-03-10
335,Kimberly,Rhodes,Kimberly.Rhodes@testDomain.com,8567874887,96196480,0,Null,Null,2016-01-22,Null,22,Undergraduate,2012-12-24
336,Rebecca,Frost,Rebecca.Frost@testDomain.com,6522250834,Null,1,2020-12-10,F,2020-10-29,Null,21,Postraduate,2020-05-04
337,Kimberly,Palmer,Kimberly.Palmer@testDomain.com,1360045023,96196482,0,Null,Null,2015-05-14,Null,22,Undergraduate,2014-05-09
338,William,Ryan,William.Ryan@testDomain.com,4554189391,96196483,0,2014-06-28,B,2014-06-15,Null,25,Undergraduate,2012-12-24
339,Abigail,Lawson,Abigail.Lawson@testDomain.com,5385937704,96196484,1,Null,Null,2013-09-10,Null,24,Undergraduate,2011-08-16
340,Angela,Coleman,Angela.Coleman@testDomain.com,5707192301,Null,0,2017-04-03,A,2017-02-09,2019-08-18,27,Undergraduate,2013-01-13
341,Theresa,Meyer,Theresa.Meyer@testDomain.com,5805534197,96196486,0,Null,Null,2013-05-29,Null,20,Undergraduate,2012-12-04
342,Robert,Smith,Robert.Smith@testDomain.com,9141871132,96196487,1,2019-04-01,F,2015-04-03,Null,23,Undergraduate,2012-10-01
343,Jesse,Moore,Jesse.Moore@testDomain.com,9046699974,96196488,0,Null,Null,2012-06-27,Null,22,Undergraduate,2012-02-23
344,John,Carey,John.Carey@testDomain.com,7895282943,Null,0,2018-04-16,C,2017-11-30,Null,23,Undergraduate,2011-08-28
345,Mrs.,Abigail,Mrs..Abigail@testDomain.com,2677687685,96196490,1,Null,Null,2015-07-22,Null,26,Undergraduate,2011-11-08
346,Matthew,Daniel,Matthew.Daniel@testDomain.com,3417747359,96196491,0,2020-09-18,B,2019-08-15,Null,23,Undergraduate,2015-01-23
347,Shawna,Singh,Shawna.Singh@testDomain.com,5394120431,96196492,0,Null,Null,2012-08-24,Null,20,Undergraduate,2011-01-27
348,Michael,Herrera,Michael.Herrera@testDomain.com,2192509742,Null,1,2014-01-11,E,2013-06-09,Null,26,Undergraduate,2011-01-27
349,Daryl,Cobb,Daryl.Cobb@testDomain.com,4333016726,96196494,0,Null,Null,2020-04-21,Null,26,Undergraduate,2011-01-10
350,Louis,Andrews,Louis.Andrews@testDomain.com,6006873837,96196495,0,2018-09-16,B,2016-12-24,2019-04-20,24,Undergraduate,2013-12-19
351,Aaron,Long,Aaron.Long@testDomain.com,3222614154,96196496,1,Null,Null,2018-12-13,Null,23,Undergraduate,2016-01-24
352,Kimberly,Thompson,Kimberly.Thompson@testDomain.com,3597452677,Null,0,2017-05-07,H,2016-02-06,Null,22,Undergraduate,2011-01-19
353,Andrew,Castaneda,Andrew.Castaneda@testDomain.com,2265555306,96196498,0,Null,Null,2019-02-12,Null,24,Undergraduate,2013-11-25
354,Julie,Ross,Julie.Ross@testDomain.com,4994316590,96196499,1,2016-03-03,A,2015-01-16,Null,24,Undergraduate,2011-04-06
355,Bruce,Alvarado,Bruce.Alvarado@testDomain.com,7854088275,96196500,0,Null,Null,2018-07-18,Null,26,Undergraduate,2012-06-09
356,Scott,Moore,Scott.Moore@testDomain.com,8506161310,Null,0,2011-08-15,D,2011-05-01,Null,27,Undergraduate,2011-03-04
357,Michelle,Hanna,Michelle.Hanna@testDomain.com,9781826406,96196502,1,Null,Null,2015-06-28,Null,26,Undergraduate,2012-06-14
358,Ivan,Smith,Ivan.Smith@testDomain.com,2918197381,96196503,0,2016-07-30,C,2015-04-15,Null,23,Undergraduate,2014-04-11
359,Jeremy,Rodriguez,Jeremy.Rodriguez@testDomain.com,4510039712,96196504,0,Null,Null,2014-11-08,Null,20,Undergraduate,2011-12-31
360,Natalie,Wilkinson,Natalie.Wilkinson@testDomain.com,9025093525,Null,1,2019-07-03,C,2017-01-11,Null,22,Undergraduate,2015-06-25
361,John,Marquez,John.Marquez@testDomain.com,2004487183,96196506,0,Null,Null,2012-01-12,Null,23,Undergraduate,2011-11-07
362,Shelly,Brooks,Shelly.Brooks@testDomain.com,5177722324,96196507,0,2020-04-19,H,2017-02-10,Null,24,Postraduate,2016-01-09
363,Adrienne,Douglas,Adrienne.Douglas@testDomain.com,8954641912,96196508,1,Null,Null,2020-10-06,Null,22,Undergraduate,2019-01-13
364,Brian,Morales,Brian.Morales@testDomain.com,6259754339,Null,0,2020-04-30,E,2019-08-09,Null,24,Postraduate,2016-02-13
365,Jennifer,Scott,Jennifer.Scott@testDomain.com,2009681824,96196510,0,Null,Null,2015-12-19,Null,23,Undergraduate,2011-09-22
366,David,Miller,David.Miller@testDomain.com,4163129246,96196511,1,2018-04-05,G,2017-11-06,Null,20,Undergraduate,2014-01-23
367,Nicholas,Hurst,Nicholas.Hurst@testDomain.com,3006720892,96196512,0,Null,Null,2019-03-15,Null,27,Undergraduate,2016-05-26
368,Laura,House,Laura.House@testDomain.com,7442418203,Null,0,2020-06-15,E,2019-05-13,Null,24,Undergraduate,2013-07-14
369,Jordan,Garcia,Jordan.Garcia@testDomain.com,9580762562,96196514,1,Null,Null,2012-08-28,Null,25,Undergraduate,2011-09-16
370,Robin,Martin,Robin.Martin@testDomain.com,7210623597,96196515,0,2018-10-30,A,2017-08-12,2021-01-05,22,Postraduate,2015-11-19
371,Jared,Harvey,Jared.Harvey@testDomain.com,5845877163,96196516,0,Null,Null,2012-03-29,Null,22,Undergraduate,2011-03-26
372,Steven,Thompson,Steven.Thompson@testDomain.com,3392022625,Null,1,2020-04-13,A,2014-10-05,Null,26,Undergraduate,2013-10-15
373,Melissa,Oconnor,Melissa.Oconnor@testDomain.com,5433777918,96196518,0,Null,Null,2018-09-20,Null,24,Undergraduate,2011-12-05
374,Anna,Pacheco,Anna.Pacheco@testDomain.com,5999572980,96196519,0,2020-01-04,F,2019-10-18,Null,25,Undergraduate,2013-04-17
375,Kelsey,Robinson,Kelsey.Robinson@testDomain.com,1025089103,96196520,1,Null,Null,2019-10-05,Null,26,Undergraduate,2018-07-15
376,David,Vargas,David.Vargas@testDomain.com,3382321909,Null,0,2019-04-14,G,2018-10-07,Null,21,Postraduate,2018-01-25
377,Shelley,Bishop,Shelley.Bishop@testDomain.com,3881364742,96196522,0,Null,Null,2020-08-21,Null,21,Undergraduate,2017-09-08
378,Ronald,Newton,Ronald.Newton@testDomain.com,9014864321,96196523,1,2020-12-29,B,2020-05-01,Null,22,Postraduate,2017-10-30
379,Tyler,Landry,Tyler.Landry@testDomain.com,2660472977,96196524,0,Null,Null,2012-07-05,Null,22,Undergraduate,2012-05-17
380,John,Villarreal,John.Villarreal@testDomain.com,7014189619,Null,0,2016-04-06,A,2015-11-10,2018-12-22,19,Undergraduate,2011-06-12
381,Charles,Brady,Charles.Brady@testDomain.com,7781458843,96196526,1,Null,Null,2017-05-22,Null,27,Undergraduate,2014-09-07
382,Antonio,Walker,Antonio.Walker@testDomain.com,3889818932,96196527,0,2012-04-29,E,2012-04-04,Null,19,Undergraduate,2011-02-05
383,Stephanie,Cline,Stephanie.Cline@testDomain.com,1449644333,96196528,0,Null,Null,2018-02-16,Null,23,Undergraduate,2017-07-28
384,Kevin,Patterson,Kevin.Patterson@testDomain.com,3985064820,Null,1,2021-01-04,D,2020-12-30,Null,19,Postraduate,2020-11-30
385,Ashley,Sims,Ashley.Sims@testDomain.com,4331489227,96196530,0,Null,Null,2016-08-24,Null,19,Undergraduate,2016-06-26
